
"1416454482509","1023","35","34","255","0","1","s0000","61","34","84"
"1416454482563","1023","36","36","255","0","1","s0000","63","36","87"
"1416454482612","1023","37","37","255","0","1","s0000","64","36","90"
"1416454482690","1023","31","30","255","0","1","s0000","60","30","85"
"1416454482739","1023","36","35","255","0","1","s0000","56","35","82"
"1416454482788","1023","38","38","255","0","1","s0000","56","37","81"
"1416454482841","1023","35","35","255","0","1","s0000","56","34","80"
"1416454482890","1023","36","35","255","0","1","s0000","55","35","79"
"1416454482940","1023","35","35","255","0","1","s0000","55","35","80"
"1416454482993","1023","38","38","255","0","1","s0000","56","37","80"
"1416454483042","1023","36","35","255","0","1","s0000","56","35","78"
"1416454483095","1023","36","35","255","0","1","s0000","60","35","85"
"1416454483144","1023","38","37","255","0","1","s0000","62","37","86"
"1416454483193","1023","39","38","255","0","1","s0000","61","38","84"
"1416454483247","1023","35","35","255","0","1","s0000","63","34","87"
"1416454483296","1023","37","37","255","0","1","s0000","64","36","89"
"1416454483345","1023","37","37","255","0","1","s0000","65","36","92"
"1416454483398","1023","38","38","255","0","1","s0000","64","37","91"
"1416454483448","1023","36","35","255","0","1","s0000","65","35","92"
"1416454483497","1023","36","36","255","0","1","s0000","65","35","93"
"1416454483550","1023","38","37","255","0","1","s0000","65","37","93"
"1416454483599","1023","38","38","255","0","1","s0000","65","37","93"
"1416454483648","1023","35","34","255","0","1","s0000","65","34","93"
"1416454483697","1023","35","34","255","0","1","s0000","65","34","94"
"1416454483746","1023","37","36","255","0","1","s0000","65","36","94"
"1416454483800","1023","37","37","255","0","1","s0000","64","36","94"
"1416454483849","1023","34","34","255","0","1","s0000","63","33","93"
"1416454483902","1023","33","33","255","0","1","s0000","61","33","91"
"1416454483951","1023","35","35","255","0","1","s0000","61","34","93"
"1416454484000","1023","37","36","255","0","1","s0000","62","36","94"
"1416454484063","1023","38","38","255","0","1","s0000","61","37","92"
"1416454484103","1023","35","35","255","0","1","s0000","61","34","93"
"1416454484152","1023","35","35","255","0","1","s0000","60","34","89"
"1416454484205","1023","36","35","255","0","1","s0000","56","35","84"
"1416454484254","1023","38","37","255","0","1","s0000","56","37","84"
"1416454484304","1023","35","34","255","0","1","s0000","55","34","82"
"1416454484357","1023","35","35","255","0","1","s0000","55","35","82"
"1416454484406","1023","36","36","255","0","1","s0000","55","35","81"
"1416454484455","1023","37","37","255","0","1","s0000","56","37","80"
"1416454484508","1023","35","34","255","0","1","s0000","55","34","80"
"1416454484557","1023","36","36","255","0","1","s0000","57","35","80"
"1416454484610","1023","36","36","255","0","1","s0000","59","35","83"
"1416454484660","1023","37","37","255","0","1","s0000","60","37","85"
"1416454484709","1023","36","35","255","0","1","s0000","62","35","87"
"1416454484762","1023","37","37","255","0","1","s0000","63","36","88"
"1416454484811","1023","37","37","255","0","1","s0000","64","36","91"
"1416454484861","1023","38","38","255","0","1","s0000","64","37","91"
"1416454484914","1023","35","35","255","0","1","s0000","63","34","89"
"1416454484963","1023","37","36","255","0","1","s0000","65","36","91"
"1416454485012","1023","37","37","255","0","1","s0000","64","36","91"
"1416454485065","1023","38","38","255","0","1","s0000","65","37","93"
"1416454485114","1023","34","34","255","0","1","s0000","65","33","92"
"1416454485164","1023","36","35","255","0","1","s0000","65","35","93"
"1416454485213","1023","37","36","255","0","1","s0000","65","36","93"
"1416454485266","1023","38","37","255","0","1","s0000","65","37","94"
"1416454485315","1023","38","38","255","0","1","s0000","65","37","94"
"1416454485364","1023","34","34","255","0","1","s0000","64","34","94"
"1416454485413","1023","36","35","255","0","1","s0000","65","35","95"
"1416454485467","1023","37","36","255","0","1","s0000","63","35","93"
"1416454485516","1023","38","37","255","0","1","s0000","63","37","95"
"1416454485565","1023","35","34","255","0","1","s0000","64","34","94"
"1416454485618","1023","35","34","255","0","1","s0000","63","34","93"
"1416454485667","1023","35","35","255","0","1","s0000","63","35","95"
"1416454485716","1023","37","36","255","0","1","s0000","61","36","92"
"1416454485770","1023","34","34","255","0","1","s0000","60","33","90"
"1416454485819","1023","34","34","255","0","1","s0000","60","33","92"
"1416454485868","1023","35","35","255","0","1","s0000","59","34","89"
"1416454485921","1023","36","36","255","0","1","s0000","57","36","85"
"1416454485970","1023","34","34","255","0","1","s0000","56","33","84"
"1416454486024","1023","35","35","255","0","1","s0000","55","34","82"
"1416454486073","1023","36","36","255","0","1","s0000","55","35","82"
"1416454486122","1023","36","36","255","0","1","s0000","56","35","83"
"1416454486175","1023","35","35","255","0","1","s0000","56","34","81"
"1416454486224","1023","36","35","255","0","1","s0000","58","35","83"
"1416454486273","1023","37","37","255","0","1","s0000","57","36","80"
"1416454486323","1023","37","37","255","0","1","s0000","56","37","78"
"1416454486376","1023","37","36","255","0","1","s0000","58","36","81"
"1416454486425","1023","35","35","255","0","1","s0000","57","34","79"
"1416454486474","1023","36","36","255","0","1","s0000","56","35","78"
"1416454486524","1023","36","36","255","0","1","s0000","58","35","81"
"1416454486576","1023","38","37","255","0","1","s0000","60","37","83"
"1416454486626","1023","35","35","255","0","1","s0000","63","34","88"
"1416454486675","1023","36","36","255","0","1","s0000","61","36","86"
"1416454486728","1023","38","38","255","0","1","s0000","63","37","88"
"1416454486777","1023","38","37","255","0","1","s0000","65","37","91"
"1416454486830","1023","35","35","255","0","1","s0000","66","34","92"
"1416454486880","1023","36","35","255","0","1","s0000","65","35","92"
"1416454486929","1023","37","37","255","0","1","s0000","64","36","92"
"1416454486978","1023","37","37","255","0","1","s0000","64","36","93"
"1416454487031","1023","38","37","255","0","1","s0000","64","37","93"
"1416454487080","1023","35","34","255","0","1","s0000","65","34","93"
"1416454487129","1023","35","35","255","0","1","s0000","64","34","94"
"1416454487183","1023","37","37","255","0","1","s0000","64","36","93"
"1416454487232","1023","38","37","255","0","1","s0000","64","37","95"
"1416454487281","1023","34","34","255","0","1","s0000","64","33","95"
"1416454487330","1023","34","34","255","0","1","s0000","63","33","94"
"1416454487383","1023","36","36","255","0","1","s0000","63","35","92"
"1416454487433","1023","37","37","255","0","1","s0000","63","36","94"
"1416454487482","1023","34","33","255","0","1","s0000","62","33","92"
"1416454487531","1023","34","34","255","0","1","s0000","63","34","94"
"1416454487584","1023","35","35","255","0","1","s0000","61","35","92"
"1416454487633","1023","37","37","255","0","1","s0000","62","36","92"
"1416454487686","1023","38","38","255","0","1","s0000","59","37","90"
"1416454487736","1023","34","34","255","0","1","s0000","57","34","87"
"1416454487785","1023","35","34","255","0","1","s0000","57","34","87"
"1416454487838","1023","36","36","255","0","1","s0000","56","35","85"
"1416454487887","1023","38","38","255","0","1","s0000","56","37","83"
"1416454487936","1023","36","35","255","0","1","s0000","55","35","82"
"1416454487990","1023","35","35","255","0","1","s0000","56","35","82"
"1416454488039","1023","37","36","255","0","1","s0000","57","36","82"
"1416454488088","1023","39","38","255","0","1","s0000","56","38","79"
"1416454488141","1023","36","35","255","0","1","s0000","58","35","82"
"1416454488190","1023","36","36","255","0","1","s0000","57","35","80"
"1416454488243","1023","37","36","255","0","1","s0000","59","36","83"
"1416454488293","1023","38","37","255","0","1","s0000","61","37","86"
"1416454488342","1023","35","35","255","0","1","s0000","60","34","84"
"1416454488391","1023","36","36","255","0","1","s0000","59","35","83"
"1416454488444","1023","38","37","255","0","1","s0000","61","37","85"
"1416454488493","1023","37","37","255","0","1","s0000","60","37","84"
"1416454488543","1023","34","34","255","0","1","s0000","63","33","87"
"1416454488592","1023","36","35","255","0","1","s0000","62","35","85"
"1416454488645","1023","37","36","255","0","1","s0000","64","36","88"
"1416454488694","1023","38","37","255","0","1","s0000","65","37","91"
"1416454488743","1023","37","37","255","0","1","s0000","64","37","91"
"1416454488792","1023","35","35","255","0","1","s0000","64","34","90"
"1416454488846","1023","36","36","255","0","1","s0000","65","35","92"
"1416454488895","1023","37","37","255","0","1","s0000","65","37","93"
"1416454488948","1023","37","37","255","0","1","s0000","64","36","93"
"1416454488997","1023","34","33","255","0","1","s0000","65","33","94"
"1416454489046","1023","35","35","255","0","1","s0000","64","34","93"
"1416454489100","1023","36","36","255","0","1","s0000","64","35","93"
"1416454489149","1023","38","37","255","0","1","s0000","63","37","92"
"1416454489198","1023","33","33","255","0","1","s0000","63","33","94"
"1416454489251","1023","34","34","255","0","1","s0000","62","33","92"
"1416454489300","1023","35","35","255","0","1","s0000","60","35","90"
"1416454489349","1023","37","37","255","0","1","s0000","60","36","92"
"1416454489402","1023","34","34","255","0","1","s0000","59","33","89"
"1416454489452","1023","34","34","255","0","1","s0000","59","33","90"
"1416454489501","1023","35","35","255","0","1","s0000","60","35","91"
"1416454489550","1023","36","35","255","0","1","s0000","58","35","88"
"1416454489599","1023","38","37","255","0","1","s0000","58","37","89"
"1416454489652","1023","35","34","255","0","1","s0000","57","34","86"
"1416454489702","1023","35","35","255","0","1","s0000","57","34","87"
"1416454489751","1023","36","35","255","0","1","s0000","58","35","87"
"1416454489804","1023","36","36","255","0","1","s0000","56","35","85"
"1416454489853","1023","38","37","255","0","1","s0000","57","37","85"
"1416454489902","1023","34","34","255","0","1","s0000","56","34","83"
"1416454489951","1023","36","35","255","0","1","s0000","56","35","84"
"1416454490005","1023","36","35","255","0","1","s0000","55","35","82"
"1416454490054","1023","37","37","255","0","1","s0000","55","37","82"
"1416454490103","1023","35","34","255","0","1","s0000","55","34","82"
"1416454490152","1023","35","35","255","0","1","s0000","55","34","82"
"1416454490205","1023","36","36","255","0","1","s0000","55","35","80"
"1416454490255","1023","36","36","255","0","1","s0000","55","36","81"
"1416454490304","1023","34","34","255","0","1","s0000","56","34","81"
"1416454490357","1023","36","36","255","0","1","s0000","55","35","78"
"1416454490406","1023","36","36","255","0","1","s0000","56","35","81"
"1416454490455","1023","37","37","255","0","1","s0000","59","36","82"
"1416454490508","1023","39","38","255","0","1","s0000","58","38","80"
"1416454490558","1023","36","36","255","0","1","s0000","58","35","79"
"1416454490607","1023","36","36","255","0","1","s0000","59","35","82"
"1416454490656","1023","37","37","255","0","1","s0000","58","36","80"
"1416454490709","1023","37","36","255","0","1","s0000","60","36","84"
"1416454490758","1023","35","34","255","0","1","s0000","59","34","83"
"1416454490808","1023","36","36","255","0","1","s0000","61","35","85"
"1416454490857","1023","37","37","255","0","1","s0000","61","37","84"
"1416454490910","1023","38","37","255","0","1","s0000","61","37","83"
"1416454490959","1023","37","37","255","0","1","s0000","62","36","86"
"1416454491008","1023","35","35","255","0","1","s0000","61","34","85"
"1416454491057","1023","36","36","255","0","1","s0000","61","35","84"
"1416454491107","1023","37","37","255","0","1","s0000","60","37","82"
"1416454491160","1023","37","37","255","0","1","s0000","63","37","86"
"1416454491209","1023","34","34","255","0","1","s0000","64","34","89"
"1416454491258","1023","36","35","255","0","1","s0000","63","35","88"
"1416454491311","1023","37","37","255","0","1","s0000","62","36","86"
"1416454491360","1023","37","37","255","0","1","s0000","62","36","86"
"1416454491410","1023","38","38","255","0","1","s0000","64","37","88"
"1416454491459","1023","34","33","255","0","1","s0000","63","33","88"
"1416454491512","1023","36","35","255","0","1","s0000","65","35","91"
"1416454491561","1023","37","37","255","0","1","s0000","64","36","90"
"1416454491610","1023","38","38","255","0","1","s0000","65","37","91"
"1416454491660","1023","38","37","255","0","1","s0000","64","37","92"
"1416454491713","1023","34","34","255","0","1","s0000","65","33","93"
"1416454491762","1023","36","36","255","0","1","s0000","65","35","93"
"1416454491811","1023","37","37","255","0","1","s0000","65","36","94"
"1416454491864","1023","38","38","255","0","1","s0000","65","37","93"
"1416454491913","1023","34","34","255","0","1","s0000","64","33","94"
"1416454491962","1023","35","35","255","0","1","s0000","65","34","93"
"1416454492012","1023","36","36","255","0","1","s0000","65","35","94"
"1416454492061","1023","38","37","255","0","1","s0000","65","37","94"
"1416454492114","1023","38","38","255","0","1","s0000","64","37","94"
"1416454492163","1023","34","34","255","0","1","s0000","65","33","94"
"1416454492212","1023","35","35","255","0","1","s0000","65","34","95"
"1416454492266","1023","36","36","255","0","1","s0000","64","35","94"
"1416454492315","1023","38","37","255","0","1","s0000","64","37","95"
"1416454492364","1023","34","34","255","0","1","s0000","63","34","93"
"1416454492417","1023","34","34","255","0","1","s0000","62","34","92"
"1416454492466","1023","35","35","255","0","1","s0000","60","35","89"
"1416454492515","1023","37","36","255","0","1","s0000","60","36","91"
"1416454492569","1023","34","34","255","0","1","s0000","58","33","88"
"1416454492618","1023","35","34","255","0","1","s0000","57","34","85"
"1416454492667","1023","35","35","255","0","1","s0000","57","35","86"
"1416454492720","1023","37","36","255","0","1","s0000","56","36","83"
"1416454492769","1023","35","34","255","0","1","s0000","55","34","82"
"1416454492818","1023","35","35","255","0","1","s0000","56","34","82"
"1416454492872","1023","35","34","255","0","1","s0000","55","34","81"
"1416454492921","1023","36","36","255","0","1","s0000","55","35","81"
"1416454492970","1023","37","37","255","0","1","s0000","56","37","81"
"1416454493019","1023","36","36","255","0","1","s0000","56","35","79"
"1416454493072","1023","36","36","255","0","1","s0000","55","35","79"
"1416454493122","1023","36","36","255","0","1","s0000","56","35","80"
"1416454493171","1023","38","37","255","0","1","s0000","57","37","81"
"1416454493224","1023","35","35","255","0","1","s0000","59","34","83"
"1416454493273","1023","37","36","255","0","1","s0000","58","36","81"
"1416454493322","1023","37","37","255","0","1","s0000","60","36","84"
"1416454493375","1023","37","37","255","0","1","s0000","59","36","82"
"1416454493425","1023","34","34","255","0","1","s0000","61","33","85"
"1416454493474","1023","36","36","255","0","1","s0000","61","35","83"
"1416454493527","1023","36","36","255","0","1","s0000","62","35","87"
"1416454493576","1023","37","37","255","0","1","s0000","65","36","92"
"1416454493625","1023","34","34","255","0","1","s0000","65","33","92"
"1416454493679","1023","35","35","255","0","1","s0000","65","34","92"
"1416454493728","1023","36","36","255","0","1","s0000","65","35","93"
"1416454493777","1023","38","37","255","0","1","s0000","65","37","93"
"1416454493830","1023","38","38","255","0","1","s0000","65","37","93"
"1416454493879","1023","34","34","255","0","1","s0000","64","33","94"
"1416454493932","1023","35","35","255","0","1","s0000","63","34","93"
"1416454493982","1023","37","36","255","0","1","s0000","63","36","94"
"1416454494031","1023","38","38","255","0","1","s0000","62","37","92"
"1416454494080","1023","34","34","255","0","1","s0000","62","33","93"
"1416454494129","1023","34","34","255","0","1","s0000","63","33","95"
"1416454494182","1023","36","36","255","0","1","s0000","61","35","91"
"1416454494231","1023","37","37","255","0","1","s0000","62","36","93"
"1416454494281","1023","39","39","255","0","1","s0000","63","38","94"
"1416454494334","1023","34","34","255","0","1","s0000","61","34","92"
"1416454494383","1023","35","35","255","0","1","s0000","62","34","93"
"1416454494432","1023","36","35","255","0","1","s0000","60","35","91"
"1416454494485","1023","38","37","255","0","1","s0000","58","37","88"
"1416454494535","1023","34","34","255","0","1","s0000","58","33","88"
"1416454494584","1023","35","35","255","0","1","s0000","60","34","90"
"1416454494633","1023","36","35","255","0","1","s0000","58","35","86"
"1416454494686","1023","36","36","255","0","1","s0000","56","35","84"
"1416454494735","1023","35","34","255","0","1","s0000","56","34","84"
"1416454494784","1023","35","35","255","0","1","s0000","55","34","82"
"1416454494834","1023","35","35","255","0","1","s0000","56","34","82"
"1416454494883","1023","37","36","255","0","1","s0000","57","36","82"
"1416454494936","1023","38","37","255","0","1","s0000","56","37","81"
"1416454494985","1023","35","35","255","0","1","s0000","56","35","80"
"1416454495038","1023","35","35","255","0","1","s0000","55","34","81"
"1416454495088","1023","36","35","255","0","1","s0000","55","35","80"
"1416454495137","1023","37","37","255","0","1","s0000","56","36","80"
"1416454495186","1023","35","35","255","0","1","s0000","55","34","78"
"1416454495239","1023","35","35","255","0","1","s0000","56","35","80"
"1416454495288","1023","36","36","255","0","1","s0000","57","35","82"
"1416454495338","1023","38","37","255","0","1","s0000","56","37","79"
"1416454495387","1023","38","38","255","0","1","s0000","57","37","79"
"1416454495440","1023","36","35","255","0","1","s0000","59","35","81"
"1416454495489","1023","37","37","255","0","1","s0000","60","36","83"
"1416454495542","1023","37","36","255","0","1","s0000","62","36","87"
"1416454495591","1023","39","38","255","0","1","s0000","61","37","84"
"1416454495640","1023","35","35","255","0","1","s0000","61","34","84"
"1416454495690","1023","36","36","255","0","1","s0000","62","35","87"
"1416454495743","1023","37","37","255","0","1","s0000","64","37","89"
"1416454495792","1023","38","37","255","0","1","s0000","63","37","88"
"1416454495841","1023","35","34","255","0","1","s0000","64","34","91"
"1416454495894","1023","36","35","255","0","1","s0000","65","35","92"
"1416454495944","1023","37","36","255","0","1","s0000","65","36","94"
"1416454495997","1023","38","37","255","0","1","s0000","64","37","93"
"1416454496046","1023","33","33","255","0","1","s0000","64","33","94"
"1416454496095","1023","35","35","255","0","1","s0000","65","34","95"
"1416454496144","1023","36","36","255","0","1","s0000","64","35","94"
"1416454496198","1023","38","37","255","0","1","s0000","62","37","91"
"1416454496247","1023","34","34","255","0","1","s0000","62","33","93"
"1416454496300","1023","34","33","255","0","1","s0000","60","33","91"
"1416454496349","1023","35","35","255","0","1","s0000","61","34","92"
"1416454496398","1023","37","36","255","0","1","s0000","62","36","94"
"1416454496451","1023","34","34","255","0","1","s0000","58","33","87"
"1416454496501","1023","35","34","255","0","1","s0000","57","34","84"
